,id,divsRank,finalRank,swimmer,swimmerage,school,event,seedTime,divsTime,finalTime,qualified,year,meanSeedTime,meanDivsTime,varSeedTime,varDivsTime,medianAge,gender,distance,stroke,points,seedSpeed,divsSpeed,numRelays,numEvents,lifetimeNumRelays,lifetimeNumEvents
1091,1450,12.0,,819,17,3,14,100.66,99.66,,False,2016,92.15489361702127,90.45804347826088,195.1052777058279,147.47961164251214,17.0,Boys,100,Breaststroke,0,0.9934432743890325,1.0034115994380894,0,2,0,2
1092,1451,13.0,,820,17,33,14,100.5,101.41,,False,2016,92.15489361702127,90.45804347826088,195.1052777058279,147.47961164251214,17.0,Boys,100,Breaststroke,0,0.9950248756218906,0.9860960457548565,2,2,2,2
1093,1452,14.0,,821,17,39,14,109.0,104.85,,False,2016,92.15489361702127,90.45804347826088,195.1052777058279,147.47961164251214,17.0,Boys,100,Breaststroke,0,0.9174311926605505,0.9537434430138293,2,2,2,2
1094,1453,15.0,,822,17,39,14,112.0,108.62,,False,2016,92.15489361702127,90.45804347826088,195.1052777058279,147.47961164251214,17.0,Boys,100,Breaststroke,0,0.8928571428571429,0.9206407659731173,1,2,1,2
1095,2970,1.0,3.0,331,17,45,14,78.09,69.83,69.06,True,2018,92.15489361702127,90.45804347826088,195.1052777058279,147.47961164251214,17.0,Boys,100,Breaststroke,16,1.2805736970162633,1.43204926249463,1,2,1,4
1096,2971,2.0,2.0,1414,17,52,14,,72.53,68.77,True,2018,92.15489361702127,90.45804347826088,195.1052777058279,147.47961164251214,17.0,Boys,100,Breaststroke,18,,1.3787398317937405,1,2,1,2
1097,2972,3.0,1.0,1415,17,3,14,69.95,72.71000000000001,66.5,True,2018,92.15489361702127,90.45804347826088,195.1052777058279,147.47961164251214,17.0,Boys,100,Breaststroke,20,1.4295925661186561,1.375326640077018,2,2,2,2
1098,2973,4.0,4.0,209,17,48,14,75.85,81.24,75.4,True,2018,92.15489361702127,90.45804347826088,195.1052777058279,147.47961164251214,17.0,Boys,100,Breaststroke,14,1.3183915622940015,1.2309207287050714,1,2,5,6
1099,2974,5.0,,334,17,3,14,91.61,81.36,,True,2018,92.15489361702127,90.45804347826088,195.1052777058279,147.47961164251214,17.0,Boys,100,Breaststroke,0,1.0915838882218099,1.2291052114060963,1,2,4,6
1100,2975,6.0,5.0,333,17,5,14,85.78999999999999,83.52,80.26,True,2018,92.15489361702127,90.45804347826088,195.1052777058279,147.47961164251214,17.0,Boys,100,Breaststroke,12,1.1656370206317754,1.1973180076628354,2,2,6,6
1101,2976,7.0,6.0,335,17,33,14,98.06,87.8,85.65,True,2018,92.15489361702127,90.45804347826088,195.1052777058279,147.47961164251214,17.0,Boys,100,Breaststroke,11,1.0197838058331634,1.1389521640091116,2,2,6,6
1102,2977,8.0,7.0,212,17,36,14,91.84,89.88,88.53,True,2018,92.15489361702127,90.45804347826088,195.1052777058279,147.47961164251214,17.0,Boys,100,Breaststroke,10,1.088850174216028,1.1125945705384959,1,2,4,6
1103,2978,9.0,8.0,338,17,38,14,90.31,90.44,92.71000000000001,False,2018,92.15489361702127,90.45804347826088,195.1052777058279,147.47961164251214,17.0,Boys,100,Breaststroke,9,1.107297087808659,1.105705440070765,0,2,0,4
1104,2979,10.0,,1416,17,46,14,94.56,92.97,,False,2018,92.15489361702127,90.45804347826088,195.1052777058279,147.47961164251214,17.0,Boys,100,Breaststroke,0,1.0575296108291032,1.0756157900397978,1,2,1,2
1105,2980,11.0,,409,17,3,14,98.15,93.22999999999999,,False,2018,92.15489361702127,90.45804347826088,195.1052777058279,147.47961164251214,17.0,Boys,100,Breaststroke,0,1.0188487009679061,1.0726161106939827,1,2,5,6
1106,2981,12.0,,28,17,39,14,103.22,95.27000000000001,,False,2018,92.15489361702127,90.45804347826088,195.1052777058279,147.47961164251214,17.0,Boys,100,Breaststroke,0,0.968804495252858,1.049648367796788,2,2,4,4
1107,2982,13.0,,337,17,42,14,94.08,95.84,,False,2018,92.15489361702127,90.45804347826088,195.1052777058279,147.47961164251214,17.0,Boys,100,Breaststroke,0,1.0629251700680273,1.0434056761268782,2,2,5,6
1108,2983,14.0,,344,17,46,14,96.0,98.78,,False,2018,92.15489361702127,90.45804347826088,195.1052777058279,147.47961164251214,17.0,Boys,100,Breaststroke,0,1.0416666666666667,1.0123506782749545,1,2,2,4
1109,2984,15.0,,229,17,33,14,115.16,106.64,,False,2018,92.15489361702127,90.45804347826088,195.1052777058279,147.47961164251214,17.0,Boys,100,Breaststroke,0,0.868357068426537,0.9377344336084021,2,2,4,4
1110,2985,16.0,,31,17,39,14,109.53,109.18,,False,2018,92.15489361702127,90.45804347826088,195.1052777058279,147.47961164251214,17.0,Boys,100,Breaststroke,0,0.9129918743723181,0.9159186664224216,2,2,6,6
1111,2986,,,341,17,5,14,96.62,,,False,2018,92.15489361702127,90.45804347826088,195.1052777058279,147.47961164251214,17.0,Boys,100,Breaststroke,0,1.03498240529911,,0,2,1,4
1112,372,1.0,1.0,362,15,33,15,33.34,33.26,32.29,True,2017,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,20,1.4997000599880022,1.503307276007216,2,2,3,4
1113,373,2.0,2.0,363,15,17,15,33.53,33.62,33.14,True,2017,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,18,1.4912019087384432,1.48720999405116,1,2,3,4
1114,374,3.0,4.0,364,15,3,15,32.24,33.71,33.47,True,2017,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,14,1.5508684863523572,1.483239394838327,2,2,3,4
1115,375,4.0,3.0,365,15,3,15,32.96,33.73,33.17,True,2017,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,16,1.5169902912621358,1.4823599169878448,2,2,3,4
1116,376,5.0,5.0,366,15,16,15,37.99,34.19,33.86,True,2017,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,12,1.3161358252171624,1.4624159110851127,2,2,4,4
1117,377,6.0,,367,15,26,15,38.43,36.61,,True,2017,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,0,1.3010668748373666,1.3657470636438132,1,2,1,4
1118,378,7.0,6.0,368,15,16,15,40.3,36.97,35.11,True,2017,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,11,1.240694789081886,1.352447930754666,2,2,4,4
1119,379,8.0,7.0,369,15,55,15,44.94,39.88,39.09,True,2017,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,10,1.1125945705384959,1.2537612838515546,0,2,1,4
1120,380,9.0,8.0,370,15,17,15,42.2,43.82,45.04,True,2017,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,9,1.1848341232227488,1.1410314924691922,2,2,4,4
1121,381,10.0,9.0,371,15,16,15,44.1,44.93,45.81,True,2017,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,8,1.1337868480725624,1.1128421989761852,2,2,4,4
1122,382,11.0,10.0,283,15,17,15,46.9,47.29,46.04,True,2017,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,7,1.0660980810234542,1.0573059843518715,2,2,2,2
1123,383,12.0,11.0,372,15,34,15,50.09,49.33,48.53,True,2017,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,6,0.9982032341784787,1.0135819987837016,0,2,0,2
1124,384,13.0,12.0,59,15,42,15,55.3,59.16,56.88,True,2017,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,5,0.9041591320072333,0.8451656524678838,1,2,1,2
1125,2122,1.0,1.0,437,15,55,15,29.0,30.08,29.77,True,2016,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,20,1.7241379310344827,1.6622340425531916,1,2,1,4
1126,2123,2.0,2.0,373,15,3,15,37.75,32.79,32.5,True,2016,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,18,1.3245033112582782,1.5248551387618177,2,2,5,6
1127,2124,3.0,3.0,97,14,3,15,32.7,33.77,32.57,True,2016,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,16,1.5290519877675839,1.4806040864672785,2,2,6,6
1128,2125,4.0,4.0,1097,14,52,15,37.49,35.37,35.18,True,2016,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,14,1.3336889837289942,1.4136273678258413,1,2,1,2
1129,2126,5.0,5.0,99,15,52,15,36.84,36.4,36.23,True,2016,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,12,1.3572204125950054,1.3736263736263736,2,2,2,4
1130,2127,6.0,6.0,376,14,48,15,38.25,37.48,38.48,True,2016,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,11,1.3071895424836601,1.3340448239060834,2,2,5,6
1131,2128,7.0,7.0,377,14,16,15,42.09,42.47,42.02,True,2016,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,10,1.1879306248515085,1.177301624676242,2,2,4,4
1132,2129,8.0,8.0,388,15,35,15,43.91,44.0,45.06,True,2016,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,9,1.1386927806877705,1.1363636363636365,2,2,3,4
1133,2130,9.0,10.0,380,14,5,15,54.0,48.7,48.58,True,2016,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,7,0.9259259259259259,1.0266940451745379,2,2,5,6
1134,2131,10.0,,298,15,5,15,54.81,53.84,,True,2016,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,0,0.9122422915526364,0.9286775631500742,2,2,5,6
1135,2132,11.0,12.0,1098,15,39,15,48.0,54.91,55.4,True,2016,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,5,1.0416666666666667,0.9105809506465126,2,2,2,2
1136,2133,12.0,9.0,105,14,5,15,63.68,57.92,48.39,True,2016,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,8,0.785175879396985,0.8632596685082873,2,2,5,6
1137,2134,13.0,13.0,1099,15,39,15,60.0,58.55,58.21,True,2016,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,4,0.8333333333333334,0.8539709649871905,2,2,2,2
1138,2135,14.0,11.0,995,15,30,15,53.0,60.91,55.2,True,2016,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,6,0.9433962264150944,0.8208832703989493,2,2,2,2
1139,2136,,,15,15,39,15,56.0,,,False,2016,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,0,0.8928571428571429,,1,2,4,6
1140,2137,,,1100,13,39,15,45.0,,,False,2016,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,0,1.1111111111111112,,2,2,2,2
1141,2987,1.0,1.0,1379,15,3,15,31.82,31.85,32.31,True,2018,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,20,1.571338780641106,1.5698587127158554,2,2,2,2
1142,2988,2.0,2.0,1417,15,45,15,37.81,37.23,36.32,True,2018,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,18,1.3224014810896587,1.3430029546065003,0,2,0,2
1143,2989,3.0,3.0,1216,15,33,15,39.86,39.92,38.07,True,2018,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,16,1.254390366281987,1.25250501002004,2,2,2,2
1144,2990,4.0,4.0,1383,15,52,15,45.32,41.23,41.01,True,2018,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,14,1.1032656663724625,1.212709192335678,1,2,1,2
1145,2991,5.0,7.0,1418,15,3,15,46.28,45.9,47.33,True,2018,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,10,1.08038029386344,1.0893246187363834,2,2,2,2
1146,2992,6.0,8.0,1419,15,36,15,51.13,49.11,48.08,True,2018,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,9,0.9778994719342851,1.018122581958868,1,2,1,2
1147,2993,7.0,5.0,1384,15,49,15,48.39,49.98,46.41,True,2018,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,12,1.0332713370531101,1.0004001600640258,2,2,2,2
1148,2994,8.0,6.0,1420,15,16,15,49.94,50.65,47.19,True,2018,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,11,1.001201441730076,0.9871668311944719,2,2,2,2
1149,2995,9.0,9.0,1389,15,5,15,62.82,66.65,67.86,True,2018,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,8,0.795924864692773,0.7501875468867216,2,2,2,2
1150,2996,10.0,10.0,1395,15,3,15,101.22,87.94,73.17,True,2018,45.62641025641026,44.70675675675677,163.34649730094463,144.58124474474474,15.0,Girls,50,Butterfly,7,0.4939735230191662,0.568569479190357,0,2,0,2
1151,385,1.0,1.0,373,16,3,16,31.2,32.63,31.93,True,2017,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,20,1.6025641025641026,1.532332209623046,2,2,5,6
1152,386,2.0,2.0,374,16,10,16,34.28,34.95,34.26,True,2017,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,18,1.4585764294049008,1.4306151645207439,2,2,2,2
1153,387,3.0,3.0,375,16,3,16,38.64,35.78,34.42,True,2017,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,16,1.2939958592132506,1.397428731134712,2,2,4,4
1154,388,4.0,4.0,6,16,5,16,36.7,37.26,37.1,True,2017,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,14,1.3623978201634876,1.3419216317767042,2,2,5,6
1155,389,5.0,5.0,376,16,48,16,35.47,37.45,37.25,True,2017,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,12,1.4096419509444602,1.3351134846461947,2,2,5,6
1156,390,6.0,7.0,377,16,16,16,40.45,38.51,38.93,True,2017,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,10,1.2360939431396785,1.2983640612827838,2,2,4,4
1157,391,7.0,6.0,378,16,42,16,38.23,38.67,38.25,True,2017,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,11,1.3078733978550878,1.2929919834497026,2,2,6,6
1158,392,8.0,8.0,379,16,42,16,43.63,40.82,42.6,True,2017,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,9,1.1460004584001833,1.224889759921607,2,2,4,4
1159,393,9.0,9.0,101,16,42,16,45.44,42.41,43.47,True,2017,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,8,1.1003521126760565,1.1789672247111531,2,2,6,6
1160,394,10.0,10.0,380,16,5,16,47.5,49.15,46.38,True,2017,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,7,1.0526315789473684,1.017293997965412,2,2,5,6
1161,395,11.0,11.0,381,16,5,16,55.78,49.79,48.54,True,2017,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,6,0.8963786303334529,1.004217714400482,2,2,4,4
1162,396,12.0,13.0,15,16,39,16,57.0,53.23,58.07,True,2017,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,4,0.8771929824561403,0.9393199323689649,1,2,4,6
1163,397,13.0,14.0,382,16,30,16,58.0,59.38,59.13,True,2017,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,3,0.8620689655172413,0.842034355001684,0,2,0,2
1164,398,14.0,12.0,383,16,5,16,64.36,61.22,57.56,True,2017,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,5,0.7768800497203232,0.8167265599477295,2,2,6,6
1165,2138,1.0,1.0,1101,16,3,16,30.16,32.11,31.49,True,2016,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,20,1.6578249336870026,1.5571473061351604,1,2,1,2
1166,2139,2.0,2.0,384,16,3,16,32.36,32.92,32.17,True,2016,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,18,1.5451174289245984,1.5188335358444713,2,2,4,4
1167,2140,3.0,3.0,1102,16,3,16,36.37,33.74,33.07,True,2016,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,16,1.3747594171020072,1.4819205690574984,1,2,1,2
1168,2141,4.0,4.0,385,16,52,16,34.66,34.34,34.95,True,2016,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,14,1.442585112521639,1.45602795573675,1,2,3,4
1169,2142,5.0,5.0,1103,15,16,16,38.34,36.55,36.63,True,2016,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,12,1.3041210224308815,1.3679890560875514,2,2,2,2
1170,2143,6.0,6.0,1104,16,17,16,37.75,37.94,38.55,True,2016,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,11,1.3245033112582782,1.3178703215603584,2,2,2,2
1171,2144,7.0,7.0,1105,16,36,16,41.65,42.37,41.52,True,2016,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,10,1.2004801920768309,1.1800802454566912,1,2,1,2
1172,2145,8.0,8.0,1106,16,39,16,54.0,49.62,51.36,True,2016,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,9,0.9259259259259259,1.0076582023377672,2,2,2,2
1173,2146,9.0,,1107,16,39,16,51.0,52.77,,True,2016,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,0,0.9803921568627451,0.9475080538184574,2,2,2,2
1174,2147,10.0,9.0,392,16,39,16,52.0,54.64,53.97,True,2016,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,8,0.9615384615384616,0.9150805270863835,2,2,4,4
1175,2148,11.0,10.0,14,16,39,16,55.0,57.11,57.14,True,2016,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,7,0.9090909090909091,0.8755034144633164,2,2,4,4
1176,2997,1.0,1.0,512,16,3,16,28.16,29.79,29.3,True,2018,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,20,1.7755681818181819,1.6784155756965424,2,2,2,4
1177,2998,2.0,2.0,1288,16,33,16,31.59,31.0,30.94,True,2018,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,18,1.5827793605571383,1.6129032258064515,1,2,1,2
1178,2999,3.0,3.0,363,16,17,16,30.57,31.45,31.52,True,2018,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,16,1.6355904481517827,1.589825119236884,2,2,3,4
1179,3000,4.0,6.0,366,16,16,16,36.21,34.0,34.11,True,2018,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,11,1.3808340237503451,1.4705882352941178,2,2,4,4
1180,3001,5.0,4.0,364,16,3,16,35.47,34.05,33.79,True,2018,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,14,1.4096419509444602,1.4684287812041117,1,2,3,4
1181,3002,6.0,8.0,367,16,26,16,34.31,34.08,35.41,True,2018,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,9,1.457301078402798,1.4671361502347418,0,2,1,4
1182,3003,7.0,5.0,1421,16,42,16,35.77,35.48,33.95,True,2018,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,12,1.3978194017332959,1.4092446448703497,2,2,2,2
1183,3004,8.0,9.0,369,16,55,16,43.5,37.98,37.98,True,2018,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,8,1.1494252873563218,1.3164823591363877,1,2,1,4
1184,3005,9.0,7.0,368,16,16,16,37.33,38.36,35.29,True,2018,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,10,1.339405304045004,1.3034410844629822,2,2,4,4
1185,3006,10.0,10.0,425,16,36,16,43.22,40.74,39.16,True,2018,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,7,1.1568718186024989,1.2272950417280313,1,2,2,4
1186,3007,11.0,11.0,371,16,16,16,45.45,43.0,42.79,True,2018,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,6,1.1001100110011,1.1627906976744187,2,2,4,4
1187,3008,12.0,12.0,45,16,3,16,47.76,45.1,43.59,True,2018,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,5,1.0469011725293134,1.1086474501108647,2,2,4,4
1188,3009,13.0,13.0,57,16,3,16,57.75,55.77,51.21,True,2018,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,4,0.8658008658008658,0.8965393580778196,2,2,3,4
1189,3010,,,1422,16,38,16,38.47,,,False,2018,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,0,1.2997140629061608,,0,2,0,2
1190,3011,,,370,16,17,16,42.2,,,False,2018,41.94325,41.21473684210526,83.85835070512819,78.13020398293028,16.0,Girls,50,Butterfly,0,1.1848341232227488,,2,2,4,4
1191,399,1.0,1.0,384,17,3,17,30.74,32.08,31.74,True,2017,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,20,1.6265452179570592,1.5586034912718205,2,2,4,4
1192,400,2.0,4.0,385,17,52,17,34.84,34.61,34.72,True,2017,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,14,1.4351320321469574,1.444669170759896,2,2,3,4
1193,401,3.0,2.0,386,17,33,17,35.16,35.8,33.84,True,2017,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,18,1.4220705346985212,1.3966480446927376,2,2,2,2
1194,402,4.0,3.0,140,17,16,17,36.52,36.11,33.88,True,2017,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,16,1.3691128148959473,1.3846579894765993,2,2,4,4
1195,403,5.0,5.0,387,17,5,17,41.73,36.85,35.58,True,2017,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,12,1.1981787682722262,1.3568521031207599,2,2,3,4
1196,404,6.0,8.0,388,17,18,17,43.18,41.42,41.78,True,2017,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,9,1.1579434923575729,1.2071463061323031,1,2,3,4
1197,405,7.0,7.0,389,17,18,17,46.4,43.86,41.76,True,2017,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,10,1.0775862068965518,1.1399908800729595,1,2,3,4
1198,406,8.0,6.0,390,17,3,17,55.9,44.97,41.42,True,2017,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,11,0.8944543828264758,1.1118523460084502,1,2,2,4
1199,407,9.0,10.0,391,17,46,17,51.26,51.7,54.06,True,2017,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,7,0.9754194303550527,0.9671179883945841,0,2,0,2
1200,408,10.0,9.0,392,17,39,17,54.41,52.47,53.98,True,2017,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,8,0.9189487226612756,0.9529254812273681,2,2,4,4
1201,409,11.0,,393,17,39,17,56.16,52.96,,True,2017,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,0,0.8903133903133904,0.9441087613293051,2,2,4,4
1202,410,12.0,,311,17,39,17,62.33,68.75,,True,2017,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,0,0.802181934862827,0.7272727272727273,2,2,3,4
1203,2149,1.0,1.0,1108,17,3,17,36.25,32.56,32.58,True,2016,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,20,1.3793103448275863,1.5356265356265355,2,2,2,2
1204,2150,2.0,2.0,1109,17,17,17,33.65,34.14,33.51,True,2016,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,18,1.485884101040119,1.4645577035735207,2,2,2,2
1205,2151,3.0,3.0,1110,17,33,17,33.84,34.75,34.59,True,2016,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,16,1.4775413711583922,1.4388489208633093,1,2,1,2
1206,2152,4.0,4.0,1040,17,46,17,34.48,34.97,35.65,True,2016,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,14,1.4501160092807426,1.4297969688304262,2,2,2,2
1207,2153,5.0,5.0,1046,17,42,17,39.5,39.84,38.47,True,2016,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,12,1.2658227848101267,1.255020080321285,2,2,2,2
1208,2154,6.0,6.0,1111,17,52,17,41.09,40.49,41.11,True,2016,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,11,1.2168410805548795,1.2348728081007656,0,2,0,2
1209,2155,7.0,7.0,101,15,42,17,45.03,43.82,42.58,True,2016,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,10,1.1103708638685321,1.1410314924691922,2,2,6,6
1210,2156,8.0,8.0,1112,17,49,17,46.62,44.98,44.36,True,2016,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,9,1.0725010725010726,1.1116051578479325,2,2,2,2
1211,2157,9.0,9.0,965,17,55,17,39.51,46.0,44.52,True,2016,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,8,1.2655024044545686,1.0869565217391304,0,2,0,2
1212,2158,10.0,10.0,1065,17,52,17,51.78,48.62,46.9,True,2016,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,7,0.9656237929702588,1.0283833813245578,2,2,2,2
1213,3012,1.0,2.0,6,17,5,17,38.66,36.89,35.78,True,2018,44.32363636363636,43.446129032258064,82.87722386363637,74.49811784946237,17.0,Girls,50,Butterfly,18,1.2933264355923437,1.3553808620222283,2,2,5,6
